FoodID,UserID,tags
107,140,pleasing
66,147,impressive
23,85,bland
83,62,disappointing
4,16,passable
91,147,exceptional
108,148,unappetizing
109,143,excellent
4,70,satisfactory
29,185,average
70,119,not bad
110,102,good
91,9,commendable
40,110,splendid
111,68,not bad
112,78,delicious
113,174,okay
3,113,acceptable
64,50,exceptional
9,139,pleasing
95,104,tolerable
35,42,fairly good
114,187,ordinary
64,60,stellar
106,150,average
115,167,standard
57,70,mouthwatering
112,8,sufficient
1,49,exquisite
116,174,pleasing
117,52,tasty
45,90,phenomenal
112,42,so-so
112,160,exceptional
112,61,excellent
62,179,acceptable
118,79,culinary masterpiece
119,3,lackluster
44,110,pleasing
4,171,mediocre
19,74,wonderful
27,200,fine
33,144,adequate
12,33,sublime
51,163,forgettable
39,37,forgettable
38,166,mediocre
114,43,perfect
34,182,sufficient
120,59,forgettable
121,65,top-notch
19,161,acceptable
67,92,decent
88,83,gourmet
122,174,moderate
27,193,satisfying
123,108,flawless
19,7,enjoyable
121,54,average
27,102,magical
68,86,excellent
3,10,incredible
63,88,standard
124,117,excellent
72,183,commendable
125,88,amazing
121,3,stellar
121,68,acceptable
8,190,incredible
120,89,amazing
20,103,remarkable
41,77,ordinary
6,55,ordinary
104,102,so-so
123,17,satisfying
30,65,moderate
105,116,average
126,199,commendable
21,110,solid
127,200,excellent
128,165,superb
77,34,phenomenal
129,8,excellent
130,55,stellar
30,84,mediocre
65,189,boring
68,113,lackluster
3,172,impressive
4,57,sufficient
126,117,fairly good
3,155,adequate
33,181,heavenly
107,64,fine
104,194,so-so
9,74,splendid
59,1,satisfying
131,144,exquisite
118,127,pleasing
132,183,satisfying
56,46,tolerable
9,167,neutral
26,169,satisfying
3,70,fine
4,18,ordinary
48,135,commendable
20,120,sublime
11,20,amazing
133,98,tasty
134,73,good
38,104,passable
135,41,mediocre
79,152,pleasant
39,193,unsatisfactory
83,131,good
38,16,passable
3,119,fantastic
4,91,stellar
19,149,boring
21,182,divine
136,7,forgettable
4,58,remarkable
27,66,impressive
16,113,fine
7,173,superb
26,47,impressive
19,69,tasty
122,190,underwhelming
88,8,gourmet
121,25,satisfactory
50,50,wonderful
4,14,poor
8,141,acceptable
7,187,good
10,22,premium
1,13,excellent
82,87,mediocre
83,134,dull
37,136,ordinary
137,79,wonderful
12,53,exceptional
138,81,adequate
58,60,lackluster
66,160,tasteless
65,23,enjoyable
116,132,ordinary
116,191,dull
70,18,enjoyable
8,162,excellent
48,7,dull
139,113,middling
114,177,top-notch
12,145,fair
116,42,delicious
27,112,splendid
140,102,remarkable
141,177,amazing
26,72,delicious
4,38,not bad
30,73,premium
30,2,unforgettable
23,7,flawless
122,51,pleasing
123,149,acceptable
34,20,poor
83,6,satisfying
53,55,unpleasant
34,68,tasty
37,51,impressive
142,159,good
39,54,poor
124,113,not bad
43,34,fair
121,111,decent
143,175,exceptional
144,96,wonderful
48,157,tolerable
34,91,satisfactory
145,39,unsatisfactory
146,130,remarkable
91,156,heavenly
124,71,neutral
58,125,heavenly
57,23,splendid
97,113,tasty
147,148,enjoyable
148,195,delectable
72,132,superb
57,80,solid
65,93,dull
58,149,tolerable
94,114,fair
58,184,unpleasant
3,123,adequate
114,119,adequate
82,176,tasteless
33,19,average
64,169,acceptable
35,65,outstanding
88,125,pleasing
11,144,ordinary
66,162,unpleasant
130,129,remarkable
50,134,not bad
149,108,tasty
51,95,culinary masterpiece
48,191,extraordinary
27,130,excellent
16,32,phenomenal
4,67,fair
114,88,tasty
62,59,satisfactory
54,162,moderate
150,183,flawless
32,94,unsatisfactory
49,57,top-notch
16,70,top-notch
33,114,boring
19,142,dull
51,98,enjoyable
12,185,culinary masterpiece
140,188,bland
92,11,not bad
70,190,underwhelming
3,114,fantastic
27,63,unsatisfactory
58,194,top-notch
129,91,ordinary
100,137,lackluster
151,28,divine
152,1,sufficient
121,179,fantastic
62,83,tasteless
82,194,nice
153,129,gourmet
154,166,tasty
48,73,neutral
97,158,average
87,193,premium
114,127,tasty
155,22,flawless
48,183,outstanding
121,163,pleasing
66,30,acceptable
30,54,mediocre
12,196,fairly good
116,178,amazing
32,106,disappointing
34,87,underwhelming
3,30,mouthwatering
156,132,fairly good
35,99,ordinary
100,65,so-so
12,123,tolerable
9,102,superb
66,24,phenomenal
27,97,excellent
157,75,nice
83,44,culinary masterpiece
72,27,unsatisfactory
143,44,ordinary
151,39,solid
124,99,magical
62,116,phenomenal
116,82,amazing
141,73,sufficient
109,137,unappetizing
65,108,magical
83,130,phenomenal
44,44,exquisite
3,21,so-so
114,139,satisfying
4,35,fairly good
97,5,okay
91,16,solid
158,162,adequate
29,29,dull
107,89,middling
141,156,mouthwatering
138,56,dull
95,152,boring
95,27,neutral
16,115,unappetizing
84,197,impressive
19,1,top-notch
3,121,standard
16,92,boring
35,100,decent
6,101,delectable
64,24,magical
4,47,delectable
33,58,tolerable
35,191,exceptional
27,38,acceptable
149,83,excellent
21,142,premium
3,138,impressive
16,199,satisfactory
39,124,okay
73,112,acceptable
64,47,passable
75,151,flawless
39,126,excellent
149,92,phenomenal
102,51,acceptable
49,72,nice
34,25,extraordinary
160,183,wonderful
38,18,splendid
39,52,not bad
161,39,okay
4,23,sufficient
24,194,remarkable
50,44,poor
77,69,fair
27,132,unsatisfactory
29,10,mouthwatering
71,31,pleasant
59,173,mouthwatering
149,62,sufficient
162,170,boring
15,68,fairly good
50,36,sublime
116,71,impressive
161,21,delicious
65,190,tasty
104,167,fairly good
73,113,solid
33,161,tasty
12,135,divine
67,194,unsatisfactory
16,54,mediocre
116,174,flawless
91,5,pleasant
71,145,unpleasant
3,43,acceptable
51,30,unforgettable
110,184,pleasing
27,115,commendable
34,111,amazing
163,138,fair
83,64,poor
3,107,culinary masterpiece
94,196,phenomenal
65,128,standard
58,53,perfect
64,157,stellar
164,186,average
72,179,bland
165,88,passable
166,143,delectable
83,49,fantastic
38,148,exquisite
135,21,bland
39,176,excellent
73,101,pleasing
166,105,top-notch
83,50,culinary masterpiece
84,99,heavenly
166,52,sufficient
53,177,tasty
8,45,not bad
57,23,divine
104,85,exquisite
9,55,tasty
19,136,wonderful
34,44,premium
62,183,excellent
167,152,disappointing
168,191,solid
3,58,tolerable
59,122,incredible
4,17,standard
169,176,mouthwatering
170,131,middling
32,118,fantastic
16,25,incredible
38,96,underwhelming
39,199,delicious
72,12,delectable
171,136,divine
166,102,flawless
172,86,divine
22,145,lackluster
1,91,exceptional
3,3,fair
110,27,enjoyable
51,136,commendable
32,70,top-notch
11,84,divine
138,95,unsatisfactory
173,83,heavenly
138,55,gourmet
42,76,disappointing
64,155,so-so
174,151,exceptional
9,83,extraordinary
64,76,poor
16,143,standard
19,21,satisfactory
12,24,fair
11,21,flawless
32,148,flawless
175,49,culinary masterpiece
38,18,tasteless
43,21,unpleasant
8,59,flawless
6,48,splendid
138,83,unappetizing
27,161,exceptional
30,39,top-notch
4,156,okay
63,128,unsatisfactory
170,106,incredible
32,88,ordinary
91,154,impressive
104,153,magical
65,86,culinary masterpiece
22,57,middling
56,111,perfect
24,131,amazing
29,88,subpar
3,40,middling
57,157,forgettable
151,198,mediocre
119,10,fair
124,141,superb
72,166,impressive
30,85,fantastic
33,163,magical
11,69,outstanding
12,128,incredible
32,119,commendable
116,126,underwhelming
68,10,mediocre
104,141,tolerable
123,111,poor
146,46,lackluster
88,140,middling
35,85,magical
33,14,sufficient
104,35,ordinary
176,189,passable
4,25,dull
3,148,mediocre
29,127,commendable
177,96,acceptable
106,33,satisfying
37,179,sublime
50,146,stellar
77,112,culinary masterpiece
34,164,dull
16,91,mouthwatering
173,69,stellar
68,37,neutral
33,86,neutral
156,56,subpar
35,53,impressive
104,154,acceptable
56,88,acceptable
58,69,unforgettable
11,10,forgettable
12,80,sublime
95,109,top-notch
95,172,satisfactory
138,131,tasty
16,195,amazing
31,20,acceptable
32,173,poor
13,16,mediocre
15,31,divine
10,24,culinary masterpiece
6,175,fair
64,110,tolerable
178,93,wonderful
77,174,fine
179,15,unforgettable
180,46,stellar
38,170,unappetizing
51,120,fantastic
97,71,tolerable
6,9,unpleasant
156,156,good
53,85,exquisite
105,62,gourmet
24,193,okay
77,191,outstanding
50,59,unpleasant
16,180,culinary masterpiece
181,155,fantastic
71,123,neutral
182,23,unpleasant
51,170,amazing
116,50,fine
183,13,adequate
183,61,sufficient
70,52,middling
3,92,tasty
126,62,flawless
51,135,impressive
35,136,passable
27,158,amazing
104,185,unpleasant
122,120,stellar
88,85,gourmet
65,9,exquisite
62,81,excellent
121,31,extraordinary
35,136,pleasing
63,165,delicious
4,86,not bad
3,105,tasty
65,88,fairly good
27,96,outstanding
58,37,poor
62,103,mediocre
106,77,delectable
184,183,tolerable
139,100,unappetizing
3,144,passable
156,128,moderate
138,51,so-so
35,111,okay
64,76,fine
25,84,divine
176,115,good
67,117,premium
121,47,enjoyable
84,71,unforgettable
166,136,moderate
143,29,fantastic
185,137,satisfying
118,150,sufficient
67,115,splendid
177,76,ordinary
22,87,sufficient
23,199,standard
8,16,delectable
141,44,pleasing
19,40,tolerable
30,45,excellent
122,4,exceptional
11,130,unappetizing
64,167,unappetizing
15,191,amazing
114,14,amazing
4,174,excellent
26,87,gourmet
95,160,poor
161,75,amazing
59,92,incredible
57,186,fair
3,149,good
21,151,passable
63,162,heavenly
97,122,mediocre
104,191,moderate
21,130,stellar
138,47,moderate
186,132,exceptional
95,165,stellar
187,138,culinary masterpiece
35,32,not bad
188,199,solid
71,68,decent
3,25,so-so
9,87,not bad
19,10,delectable
27,79,perfect
34,155,flawless
138,110,perfect
64,171,enjoyable
67,66,amazing
189,80,fantastic
65,164,outstanding
176,141,poor
74,83,moderate
67,157,phenomenal
56,91,satisfying
64,25,divine
3,79,fantastic
53,150,tasteless
27,141,perfect
188,70,acceptable
34,35,pleasant
21,12,okay
170,104,nice
14,63,neutral
27,159,standard
95,43,divine
21,195,decent
58,105,wonderful
34,27,enjoyable
65,200,good
157,194,decent
29,125,ordinary
70,183,impressive
19,134,tasty
22,180,top-notch
156,100,commendable
71,9,bland
45,65,exceptional
140,168,okay
1,170,outstanding
174,88,divine
34,11,middling
19,194,splendid
190,41,phenomenal
191,30,poor
100,99,moderate
62,81,disappointing
53,174,unpleasant
30,2,solid
16,19,excellent
23,96,so-so
48,5,underwhelming
62,161,lackluster
59,3,decent
39,4,acceptable
61,87,flawless
67,60,wonderful
70,40,impressive
156,53,perfect
9,78,wonderful
15,80,extraordinary
192,89,forgettable
86,200,sublime
39,189,tolerable
39,36,pleasing
52,162,fine
29,96,passable
139,4,tasty
19,198,wonderful
67,123,fair
95,16,incredible
35,35,ordinary
38,185,average
62,162,neutral
3,70,enjoyable
71,182,forgettable
77,144,tasteless
50,58,average
95,65,divine
114,111,fine
48,15,exquisite
193,88,middling
187,85,top-notch
70,78,outstanding
143,134,unsatisfactory
131,130,mouthwatering
194,40,disappointing
167,107,premium
167,174,average
131,118,okay
194,101,heavenly
62,71,unpleasant
141,185,poor
9,179,divine
26,190,dull
41,27,decent
29,190,delectable
3,173,okay
4,18,subpar
19,5,gourmet
53,189,top-notch
195,152,ordinary
35,4,unforgettable
56,63,bland
138,47,disappointing
8,95,delicious
196,199,mediocre
63,8,dull
11,17,amazing
66,134,pleasing
197,192,bland
97,176,good
198,155,top-notch
67,36,divine
16,59,divine
199,152,underwhelming
1,43,subpar
187,110,solid
19,48,good
48,107,not bad
51,99,forgettable
106,126,bland
34,169,incredible
23,108,impressive
65,114,lackluster
70,53,neutral
144,9,boring
39,125,remarkable
200,105,enjoyable
73,29,delectable
62,167,exceptional
61,118,unappetizing
29,73,middling
201,121,incredible
22,66,unpleasant
6,44,decent
65,193,divine
31,196,exceptional
32,37,culinary masterpiece
114,191,neutral
51,36,delicious
41,64,not bad
95,163,ordinary
3,85,poor
29,142,middling
19,9,moderate
16,155,splendid
9,80,acceptable
64,10,pleasant
35,134,incredible
138,193,pleasant
41,166,tasty
105,98,heavenly
123,199,underwhelming
48,44,culinary masterpiece
95,48,wonderful
22,142,mouthwatering
102,68,perfect
51,176,good
108,21,moderate
65,148,stellar
58,163,impressive
77,39,solid
64,88,superb
48,65,disappointing
29,199,lackluster
110,155,excellent
3,135,superb
126,89,ordinary
97,75,neutral
77,25,unpleasant
22,52,wonderful
20,135,average
16,37,excellent
202,154,exceptional
19,148,solid
4,91,outstanding
67,174,culinary masterpiece
16,112,mouthwatering
102,13,heavenly
19,141,so-so
1,7,fairly good
51,150,decent
4,173,splendid
187,100,forgettable
126,173,sufficient
40,66,outstanding
20,191,wonderful
4,170,neutral
114,48,dull
195,10,excellent
37,42,tasty
203,101,pleasant
73,131,moderate
79,50,impressive
38,173,dull
38,58,satisfactory
204,156,splendid
157,53,passable
119,43,pleasing
120,64,unsatisfactory
102,93,subpar
107,15,lackluster
11,106,satisfactory
109,165,remarkable
3,63,underwhelming
51,134,neutral
106,96,tasteless
29,11,impressive
59,166,satisfying
141,147,remarkable
51,117,exceptional
77,121,splendid
50,189,fine
104,131,tasteless
35,11,dull
62,18,satisfying
19,163,amazing
4,32,disappointing
3,152,phenomenal
138,160,unforgettable
16,158,adequate
97,86,tasteless
64,57,satisfactory
9,24,acceptable
19,87,disappointing
3,157,poor
27,122,wonderful
16,153,subpar
64,20,underwhelming
30,175,fairly good
23,140,not bad
6,26,remarkable
77,155,neutral
50,130,stellar
34,161,dull
11,131,premium
16,18,underwhelming
32,99,satisfactory
4,133,tasty
29,109,boring
16,188,good
27,142,remarkable
77,68,underwhelming
64,115,ordinary
19,161,gourmet
104,174,culinary masterpiece
64,144,splendid
6,108,excellent
156,162,excellent
162,164,average
187,31,okay
10,164,fair
24,91,acceptable
64,134,top-notch
3,87,ordinary
40,120,perfect
27,74,unpleasant
51,89,excellent
161,47,passable
71,151,ordinary
16,80,boring
114,177,nice
38,151,incredible
39,194,okay
30,173,okay
64,136,middling
177,175,amazing
29,106,boring
30,139,amazing
51,173,poor
53,30,average
3,21,exceptional
53,104,underwhelming
35,128,exquisite
45,154,fantastic
48,141,mediocre
3,123,standard
59,156,extraordinary
178,165,excellent
205,29,forgettable
34,179,tasty
169,142,forgettable
11,57,incredible
116,67,passable
16,16,acceptable
62,97,adequate
51,181,okay
16,136,so-so
51,2,so-so
16,142,middling
70,185,passable
19,36,amazing
64,9,mouthwatering
27,36,nice
121,56,moderate
116,198,disappointing
114,41,outstanding
91,155,moderate
30,185,tasteless
202,25,decent
64,168,wonderful
3,23,outstanding
57,121,flawless
116,66,wonderful
95,28,outstanding
97,187,unpleasant
3,55,acceptable
42,90,so-so
88,184,so-so
184,71,extraordinary
39,102,superb
37,160,exceptional
19,186,passable
151,68,splendid
64,150,pleasant
67,115,lackluster
24,72,amazing
45,34,divine
72,184,okay
102,193,adequate
64,54,tasteless
74,108,remarkable
19,111,acceptable
120,74,outstanding
27,8,dull
7,31,exceptional
3,114,okay
110,38,amazing
4,52,passable
70,86,moderate
26,101,top-notch
97,17,neutral
114,105,poor
126,84,satisfying
23,106,underwhelming
1,115,tasty
26,162,tasteless
62,109,unpleasant
61,196,flawless
3,21,standard
27,110,phenomenal
48,191,acceptable
11,97,tasty
16,12,tasty
66,153,magical
206,100,tolerable
37,11,flawless
90,46,fantastic
29,1,heavenly
4,15,poor
63,49,lackluster
95,182,outstanding
77,126,extraordinary
92,179,neutral
3,70,exceptional
12,38,fair
116,28,tolerable
97,90,premium
64,107,sublime
82,15,tasty
39,57,lackluster
69,150,phenomenal
43,84,fine
207,122,subpar
194,146,passable
141,127,stellar
9,17,heavenly
3,139,magical
65,21,culinary masterpiece
32,186,perfect
35,63,neutral
95,3,poor
3,105,tasteless
63,175,stellar
38,43,passable
64,136,fantastic
141,90,disappointing
70,13,solid
75,53,so-so
19,28,neutral
205,48,impressive
50,51,satisfying
114,28,subpar
19,80,unappetizing
54,102,unsatisfactory
156,152,delicious
92,63,so-so
139,170,mediocre
53,47,passable
59,33,superb
3,30,acceptable
39,39,fair
124,118,okay
72,198,magical
38,183,acceptable
62,141,solid
64,110,fair
34,175,top-notch
104,99,poor
35,105,stellar
3,112,underwhelming
25,143,nice
19,197,sublime
108,97,heavenly
9,133,fairly good
54,150,incredible
64,111,flawless
205,91,premium
67,132,sufficient
95,146,ordinary
106,9,not bad
138,177,incredible
54,7,outstanding
106,73,so-so
40,47,ordinary
59,101,heavenly
40,64,boring
29,111,exceptional
48,126,splendid
208,172,culinary masterpiece
95,21,standard
88,61,enjoyable
16,106,fine
63,12,exceptional
151,38,average
206,46,tasty
72,22,splendid
124,79,exceptional
151,72,enjoyable
72,126,middling
39,122,so-so
4,194,ordinary
139,194,tasty
29,127,top-notch
97,153,perfect
25,120,nice
114,168,superb
116,12,subpar
64,33,delicious
12,170,ordinary
88,145,satisfying
51,123,wonderful
3,113,exceptional
27,105,tolerable
208,158,good
50,38,fairly good
64,26,unpleasant
9,49,tasty
12,162,sublime
50,142,stellar
143,157,incredible
19,24,unforgettable
40,177,tasty
64,17,satisfying
50,122,unsatisfactory
77,172,unforgettable
33,159,decent
64,43,sufficient
4,42,acceptable
74,116,underwhelming
155,80,middling
35,33,poor
209,176,delicious
210,47,lackluster
38,190,wonderful
29,26,neutral
19,172,amazing
126,76,acceptable
170,109,fairly good
169,84,culinary masterpiece
14,134,heavenly
95,95,amazing
16,54,magical
32,163,excellent
45,188,fair
148,121,wonderful
62,58,delicious
70,87,disappointing
3,120,heavenly
29,13,satisfactory
54,14,mediocre
104,68,good
19,79,unsatisfactory
138,83,unpleasant
104,97,tasty
35,65,delectable
19,138,satisfying
53,82,magical
3,189,acceptable
211,190,perfect
212,137,acceptable
59,162,delicious
48,5,mouthwatering
19,128,fairly good
4,51,subpar
67,36,incredible
104,189,exceptional
88,48,wonderful
24,183,heavenly
4,115,so-so
87,119,subpar
203,58,average
37,28,underwhelming
165,135,adequate
213,189,stellar
214,142,unforgettable
29,157,enjoyable
70,23,enjoyable
65,155,unpleasant
58,31,fairly good
48,102,ordinary
52,194,satisfying
215,179,pleasing
27,121,boring
4,170,stellar
3,156,superb
29,153,flawless
4,165,top-notch
48,65,pleasant
19,18,flawless
23,152,remarkable
21,138,disappointing
145,7,ordinary
187,87,fairly good
70,44,premium
95,169,tasty
100,104,lackluster
64,146,magical
67,51,magical
62,148,impressive
45,162,tasteless
38,128,delicious
216,51,passable
79,184,solid
4,134,fairly good
21,82,pleasant
27,25,satisfying
48,131,culinary masterpiece
51,145,exceptional
3,140,disappointing
151,190,acceptable
72,30,nice
39,29,perfect
121,155,underwhelming
141,92,extraordinary
64,198,gourmet
91,157,exquisite
71,11,magical
4,14,nice
146,170,unsatisfactory
123,48,stellar
21,95,unforgettable
51,128,incredible
108,25,enjoyable
35,18,so-so
67,95,heavenly
20,70,passable
91,60,disappointing
29,19,delectable
19,50,commendable
40,159,fantastic
3,30,delicious
104,175,unappetizing
67,193,forgettable
94,97,exquisite
35,12,nice
202,79,excellent
67,108,exceptional
40,36,wonderful
94,14,exceptional
83,194,underwhelming
94,128,bland
92,12,passable
77,95,middling
128,181,heavenly
126,11,heavenly
54,49,fairly good
68,181,delicious
23,186,decent
27,101,acceptable
4,8,fair
149,123,amazing
64,43,premium
77,82,boring
35,44,outstanding
27,182,mediocre
34,26,good
11,55,decent
65,42,unpleasant
217,134,phenomenal
20,128,not bad
9,40,subpar
30,6,wonderful
53,116,mediocre
205,97,wonderful
3,126,neutral
123,71,lackluster
146,81,satisfying
63,58,tasteless
52,46,fairly good
126,36,fairly good
6,199,gourmet
24,1,tasty
9,198,bland
12,25,perfect
102,124,acceptable
3,128,delicious
218,116,adequate
59,92,heavenly
53,42,tasty
27,182,fair
12,152,extraordinary
34,195,fine
66,127,excellent
19,89,tasty
66,134,top-notch
12,162,fairly good
27,153,ordinary
33,127,perfect
62,147,ordinary
109,1,wonderful
219,80,heavenly
34,46,not bad
19,3,lackluster
23,158,unsatisfactory
95,177,exceptional
64,140,unforgettable
16,191,nice
56,41,acceptable
9,2,divine
71,200,ordinary
176,194,gourmet
116,73,lackluster
77,57,heavenly
72,184,okay
76,90,standard
123,142,fair
88,159,phenomenal
3,86,magical
8,54,stellar
19,91,ordinary
4,152,exquisite
27,2,dull
16,187,ordinary
220,19,dull
19,7,exceptional
30,185,moderate
104,179,middling
4,123,amazing
97,169,decent
43,54,solid
34,131,magical
9,119,tolerable
48,194,good
29,110,fantastic
130,156,tolerable
200,187,satisfactory
38,158,fantastic
39,46,acceptable
144,23,not bad
3,159,so-so
212,190,okay
178,25,splendid
37,104,splendid
118,96,premium
44,36,middling
85,190,magical
216,123,perfect
44,118,mediocre
38,56,amazing
72,166,adequate
4,97,dull
149,109,acceptable
35,163,pleasing
4,94,acceptable
70,120,neutral
48,112,satisfactory
77,22,acceptable
130,32,splendid
129,15,divine
102,123,nice
161,44,unappetizing
122,152,not bad
1,196,acceptable
221,21,average
177,123,acceptable
202,93,satisfactory
67,108,middling
20,174,satisfactory
3,105,decent
121,151,sufficient
83,14,pleasant
143,124,culinary masterpiece
143,123,exquisite
166,46,lackluster
21,177,splendid
71,58,boring
5,157,boring
173,35,delicious
156,102,excellent
9,77,moderate
11,21,subpar
31,58,wonderful
116,74,amazing
3,11,top-notch
97,108,top-notch
62,182,subpar
3,34,poor
9,108,satisfactory
222,166,bland
23,90,boring
35,81,delectable
59,50,exceptional
24,63,nice
64,24,mouthwatering
53,47,divine
27,182,delectable
35,175,flawless
83,48,tasty
151,40,decent
79,93,mediocre
29,129,subpar
42,135,pleasing
149,148,perfect
146,28,splendid
27,109,not bad
104,72,magical
77,144,dull
50,193,extraordinary
72,198,premium
206,138,subpar
223,172,culinary masterpiece
4,178,solid
65,163,splendid
108,14,ordinary
116,3,middling
38,151,incredible
157,17,fair
83,158,tolerable
167,93,fantastic
39,61,sufficient
162,134,extraordinary
15,46,poor
67,100,excellent
3,37,unpleasant
71,149,commendable
149,133,amazing
27,128,passable
182,128,middling
59,18,delicious
30,80,mouthwatering
24,118,unpleasant
35,85,acceptable
122,4,splendid
77,117,enjoyable
3,163,fair
87,176,forgettable
149,24,lackluster
130,38,dull
50,200,underwhelming
77,159,moderate
24,12,superb
21,27,not bad
202,158,unappetizing
56,147,excellent
3,102,poor
64,19,nice
65,112,satisfying
68,159,unpleasant
116,127,average
22,30,outstanding
30,197,exceptional
11,34,standard
162,79,bland
16,167,boring
66,42,so-so
149,189,mediocre
67,18,incredible
16,167,superb
50,182,acceptable
41,23,underwhelming
141,102,not bad
126,130,neutral
70,42,ordinary
48,19,pleasing
5,141,superb
19,171,premium
224,25,impressive
66,117,boring
27,185,ordinary
26,160,ordinary
22,29,exceptional
73,28,satisfactory
72,29,fantastic
157,168,okay
202,9,fine
16,85,bland
141,174,flawless
77,1,ordinary
50,88,ordinary
9,177,magical
26,164,satisfying
95,156,standard
27,185,splendid
11,99,premium
14,3,splendid
33,123,unforgettable
23,107,subpar
64,194,decent
122,113,sufficient
67,4,enjoyable
104,26,flawless
3,76,lackluster
4,193,good
126,9,commendable
70,168,stellar
225,132,fair
226,7,unforgettable
16,101,not bad
25,123,stellar
27,130,enjoyable
4,12,poor
22,11,excellent
126,129,premium
16,52,fantastic
227,176,magical
107,127,standard
91,197,neutral
92,115,remarkable
4,58,culinary masterpiece
50,118,pleasant
16,37,acceptable
64,74,exceptional
138,126,premium
156,93,satisfactory
8,145,fantastic
19,143,gourmet
4,51,passable
42,85,acceptable
105,102,tolerable
88,112,okay
202,179,pleasing
29,40,sublime
4,109,middling
41,171,adequate
121,25,disappointing
58,153,stellar
62,132,exquisite
228,161,forgettable
72,74,passable
38,78,perfect
167,122,moderate
64,159,extraordinary
53,104,sublime
229,25,premium
3,9,top-notch
35,76,sublime
42,196,decent
63,32,perfect
123,40,satisfactory
199,99,divine
68,80,excellent
