FoodID,UserID,tags
42,2,Inadequate
44,9,Average
4,18,Excellent
33,11,Subpar
53,14,Dull
34,14,Adequate
39,15,Mediocre
35,17,Subpar
5,14,Divine
29,14,Divine
37,16,Unpalatable
32,16,Superb
2,13,Adequate
52,10,Tasteless
40,15,Luxurious
15,1,Unpalatable
20,7,Mouthwatering
17,13,Vapid
30,11,Decent
3,16,Inadequate
10,17,Pinnacle of taste
22,2,Adequate
31,3,Mediocre
50,8,Unimpressive
5,10,Sumptuous
31,6,Excellent
35,18,Subpar
39,20,Luxurious
1,3,culinary masterpiece
41,19,Pinnacle of taste
24,3,Delectable
29,1,Sumptuous
55,9,Tasteless
43,3,Fair
27,20,Impressive
10,14,Mouthwatering
20,6,Remarkable
46,19,Unpalatable
55,18,Tasteless
46,13,Run-of-the-mill
56,9,Mediocre
25,5,Lackluster
16,7,Passable
24,13,Average
19,3,Flavorful
43,14,Excellent
31,2,Excellent
32,3,Subpar
20,5,Mediocre
11,16,Passable
26,3,Lackluster
13,12,Unimpressive
49,5,Gourmet
53,7,Lackadaisical
39,9,Dull
10,9,Adequate
6,9,Average
11,7,Fair
49,4,Subpar
16,12,Pinnacle of taste
15,4,Exquisite
49,2,Dull
28,12,Gourmet
49,14,Pinnacle of taste
13,17,Flavorless
35,10,Subpar
27,10,Outstanding
45,1,Outstanding
43,7,Bland
46,20,Average
11,13,Divine
26,15,Inadequate
19,9,Ordinary
36,10,Outstanding
30,19,Unpalatable
29,1,Bland
29,2,Mediocre
27,3,Subpar
10,9,Luxurious
53,1,Subpar
40,6,Ho-hum
23,6,Tasteless
36,13,culinary masterpiece
40,10,Ordinary
54,19,Mediocre
1,20,Divine
21,5,Pinnacle of taste
49,2,Masterfully prepared
4,16,Exquisite
48,3,Decent
6,1,Divine
16,1,Exceptional
34,16,Ho-hum
56,19,Middling
14,12,Unpalatable
17,7,Vapid
40,16,Divine
22,9,Fair
23,10,Adequate
38,11,Outstanding
29,13,Mouthwatering
44,17,culinary masterpiece
47,8,culinary masterpiece
15,6,Passable
31,5,Gourmet
6,6,culinary masterpiece
50,4,Gourmet
3,15,Luxurious
29,15,Pinnacle of taste
50,2,Passable
16,9,Flavorless
43,9,Middling
51,3,Decent
52,15,culinary masterpiece
48,7,Mediocre
10,19,Outstanding
20,13,Superb
9,2,Bland
23,8,Exquisite
9,14,Delectable
3,8,Delectable
22,2,Adequate
55,16,Ordinary
51,19,Average
46,13,Dull
23,11,Ordinary
57,18,Mouthwatering
40,11,Bland
15,16,Tantalizing
45,12,Unappetizing
22,12,Tasteless
6,13,Dull
57,3,Adequate
17,12,Superb
42,13,Lackluster
54,17,Superb
19,13,Outstanding
35,17,Inadequate
5,3,Tantalizing
20,5,Mediocre
16,8,Flavorless
35,17,Gourmet
41,1,Average
56,20,Subpar
42,8,Dull
20,1,Ho-hum
27,20,Flavorless
27,4,Excellent
40,3,Top-notchCulinary delight
23,10,Average
16,2,Masterfully prepared
43,17,Delectable
31,10,Divine
24,14,Excellent
35,2,Dull
48,16,Divine
47,14,Lackluster
28,4,Vapid
43,9,Vapid
16,12,Adequate
26,18,Mouthwatering
12,14,Delectable
4,19,Exquisite
9,17,Tantalizing
20,9,Flavorful
36,1,Subpar
11,2,Average
11,13,culinary masterpiece
54,12,Ho-hum
12,9,Average
20,4,Gourmet
53,9,Delectable
17,2,Run-of-the-mill
5,7,Ordinary
52,1,Remarkable
20,11,Lackadaisical
50,7,Lackadaisical
52,10,Remarkable
40,10,Flavorless
3,5,Gourmet
10,17,Average
23,14,Passable
10,1,Tantalizing
17,13,Middling
13,20,Tantalizing
45,19,Subpar
21,8,Bland
51,3,Delectable
24,4,Run-of-the-mill
37,18,Exquisite
31,12,culinary masterpiece
41,1,Average
22,7,Average
45,11,Delectable
24,11,Decent
52,17,Unappetizing
19,17,Mediocre
33,15,Mouthwatering
18,14,Mouthwatering
35,2,Dull
10,5,Passable
5,13,Ordinary
35,18,Average
7,14,Lackluster
1,20,Mediocre
31,10,Ordinary
13,4,Unimpressive
18,18,Run-of-the-mill
50,10,Flavorless
43,6,Sumptuous
40,17,Impressive
14,2,Passable
14,16,Lackadaisical
22,1,Adequate
54,14,Ordinary
32,12,Flavorless
56,4,Exceptional
6,3,Subpar
51,4,Decent
24,8,Ordinary
35,16,Run-of-the-mill
55,12,Masterfully prepared
34,2,Run-of-the-mill
5,13,Impressive
34,4,Tasteless
28,14,Unpalatable
20,9,Tasteless
26,5,Lackadaisical
32,16,Flavorless
6,15,Middling
57,5,Ordinary
12,12,Outstanding
5,1,Impressive
50,5,Inadequate
20,7,Unimpressive
36,20,Masterfully prepared
1,12,Subpar
7,16,Unappetizing
41,5,Passable
40,16,Unimpressive
47,10,Gourmet
32,9,Average
54,8,Adequate
55,6,Top-notchCulinary delight
9,3,Tasteless
13,8,Excellent
56,15,Pinnacle of taste
28,8,Remarkable
56,9,Unappetizing
15,2,Exquisite
24,16,Lackadaisical
24,1,Tasteless
39,1,Mediocre
39,4,Inadequate
22,9,Unappetizing
16,13,Sumptuous
5,3,Flavorless
33,12,Tantalizing
12,2,Tantalizing
6,9,Unimpressive
35,7,Top-notchCulinary delight
36,1,Average
40,15,Fair
49,6,Dull
43,14,Unimpressive
16,2,Mouthwatering
24,12,Fair
14,3,Adequate
12,17,Flavorless
40,4,Run-of-the-mill
2,18,Ho-hum
4,2,Mouthwatering
37,18,Flavorless
48,5,Impressive
14,11,Remarkable
11,9,Top-notchCulinary delight
19,7,Bland
28,6,Sumptuous
10,12,Subpar
22,18,Divine
21,19,Fair
24,6,Exquisite
13,9,Ordinary
46,14,Impressive
5,17,Unpalatable
47,16,Decent
6,9,Flavorless
16,11,Middling
14,8,Subpar
43,7,Subpar
15,18,Divine
48,16,Exceptional
9,14,Divine
45,1,Lackadaisical
20,14,Masterfully prepared
4,15,Unpalatable
26,3,Passable
26,8,Ho-hum
38,14,Dull
18,3,culinary masterpiece
50,2,Outstanding
7,18,Tantalizing
10,20,Ho-hum
29,2,Flavorless
13,14,Superb
43,19,Vapid
9,18,Bland
23,8,Masterfully prepared
4,9,Divine
19,20,Average
26,7,Remarkable
7,4,Luxurious
30,13,Gourmet
33,4,Dull
5,5,Decent
53,10,Ordinary
43,15,Bland
34,9,Ordinary
35,15,Average
49,17,Passable
10,11,Excellent
53,4,Exceptional
35,15,Passable
20,15,Adequate
26,9,Impressive
19,15,Unpalatable
22,17,Flavorful
33,4,Average
32,1,Divine
22,19,Vapid
45,1,Vapid
40,6,Unimpressive
41,16,Excellent
35,5,Delectable
3,19,Remarkable
56,18,Exquisite
1,9,Decent
44,1,Impressive
38,12,Masterfully prepared
50,16,Decent
14,1,Lackadaisical
44,2,Unappetizing
18,17,Adequate
55,12,Passable
37,17,Lackadaisical
28,15,Divine
39,11,Masterfully prepared
41,4,Ho-hum
41,15,Ordinary
49,7,Subpar
32,13,Fair
48,10,Inadequate
4,10,Excellent
57,16,Gourmet
28,9,Vapid
54,9,Mediocre
15,16,Inadequate
11,14,Ho-hum
33,19,Lackadaisical
17,7,culinary masterpiece
5,19,Subpar
2,1,Superb
6,18,Inadequate
32,11,Top-notchCulinary delight
7,3,Dull
12,11,Flavorless
42,19,Bland
27,7,Dull
45,13,Decent
6,11,Pinnacle of taste
19,16,Mediocre
5,17,culinary masterpiece
57,12,Middling
36,10,Middling
42,5,Adequate
40,20,culinary masterpiece
43,9,Tantalizing
11,2,Ho-hum
1,1,Divine
26,9,Ho-hum
54,13,Divine
37,8,Mouthwatering
17,15,Ordinary
18,3,Ho-hum
48,14,Inadequate
51,5,Tasteless
39,19,Superb
2,17,culinary masterpiece
48,1,Dull
16,14,Flavorful
38,17,Superb
35,19,Passable
55,3,Tantalizing
55,4,Fair
55,8,Vapid
26,10,Ho-hum
41,13,Average
31,9,Ordinary
2,8,Ho-hum
25,4,Adequate
29,2,Fair
11,6,Divine
47,6,Unpalatable
39,17,culinary masterpiece
53,17,Mediocre
19,14,Mediocre
1,20,Superb
45,15,Exceptional
25,4,Bland
1,20,Bland
23,5,Unappetizing
55,5,Flavorless
9,8,Impressive
20,4,Unpalatable
10,20,Inadequate
21,9,Impressive
41,17,Average
46,9,Gourmet
17,2,Impressive
38,4,Superb
10,15,Vapid
1,20,Lackadaisical
53,16,Dull
36,7,Unappetizing
30,10,Ho-hum
37,14,Passable
23,18,Exceptional
44,10,Bland
38,11,Bland
1,16,Mediocre
30,11,Lackluster
12,5,Delectable
49,7,Tasteless
49,18,Middling
16,12,Flavorless
21,12,Vapid
28,16,Impressive
43,12,Decent
9,10,Tantalizing
33,7,Average
32,15,Impressive
25,11,Unpalatable
54,19,Outstanding
23,18,Exquisite
34,2,Mediocre
13,18,Lackluster
52,14,Tasteless
48,14,Outstanding
16,17,Average
12,6,Tantalizing
8,15,Unimpressive
9,9,Adequate
46,15,Lackluster
29,10,Remarkable
56,18,Outstanding
56,16,Dull
25,2,Inadequate
33,14,Luxurious
55,18,Top-notchCulinary delight
24,3,Unpalatable
7,11,Average
11,10,Adequate
50,18,Top-notchCulinary delight
10,19,Impressive
56,5,Top-notchCulinary delight
2,2,Subpar
22,20,Flavorless
25,11,Passable
38,3,Ordinary
3,15,Average
2,1,Sumptuous
2,7,Masterfully prepared
49,3,Unimpressive
55,6,Unappetizing
35,15,Average
13,16,Remarkable
55,6,Middling
43,19,Unappetizing
34,17,Fair
38,8,Masterfully prepared
22,18,Bland
40,9,Remarkable
9,3,Divine
13,20,Luxurious
3,8,Subpar
34,4,Lackadaisical
31,7,Subpar
7,7,Superb
56,9,Adequate
42,15,Fair
25,8,Ordinary
18,3,Vapid
44,2,Subpar
4,7,Excellent
43,1,Unimpressive
56,14,Mouthwatering
12,11,Mediocre
15,10,Middling
53,17,Lackluster
3,1,Lackluster
8,15,Passable
37,5,Delectable
12,16,Lackluster
11,13,Tantalizing
29,1,Run-of-the-mill
5,16,Subpar
53,2,Divine
13,6,Ho-hum
22,12,Divine
54,7,Masterfully prepared
1,5,Flavorful
24,3,Subpar
46,2,Pinnacle of taste
8,1,Gourmet
25,19,Passable
36,16,Flavorless
2,17,Luxurious
46,17,Fair
42,12,Dull
48,11,Fair
23,9,Vapid
50,2,Run-of-the-mill
9,20,Tantalizing
49,5,Exceptional
32,14,Pinnacle of taste
38,1,Luxurious
57,11,Sumptuous
13,2,Superb
20,11,Passable
16,13,Fair
9,18,Lackadaisical
27,15,Ho-hum
36,5,Subpar
56,5,Passable
47,1,Run-of-the-mill
33,3,Pinnacle of taste
8,18,Sumptuous
5,9,Lackluster
38,12,Flavorful
30,16,Tantalizing
48,3,Remarkable
32,8,Average
40,15,Decent
54,11,culinary masterpiece
44,1,Masterfully prepared
57,4,Masterfully prepared
22,14,Unpalatable
17,8,Adequate
47,2,Middling
37,13,Middling
23,9,Outstanding
17,14,Middling
46,15,Bland
15,16,Top-notchCulinary delight
47,17,Unimpressive
18,1,Ho-hum
31,7,Average
7,12,Middling
26,3,Tasteless
24,2,Middling
23,2,Unpalatable
50,1,Tasteless
4,16,Outstanding
48,20,Unpalatable
57,2,Delectable
4,19,Delectable
46,5,Run-of-the-mill
37,16,Bland
6,11,Bland
1,15,Flavorless
43,13,Vapid
32,20,Divine
3,12,Delectable
22,6,Fair
2,16,Outstanding
40,17,Remarkable
57,4,Sumptuous
8,16,Remarkable
51,4,Sumptuous
25,9,Bland
53,14,Vapid
16,6,culinary masterpiece
42,6,Unpalatable
3,1,Decent
46,4,Flavorless
23,18,Fair
52,7,Sumptuous
52,15,Ho-hum
10,2,Vapid
55,20,Middling
13,18,Fair
47,1,Dull
15,7,Remarkable
56,2,Fair
42,7,Bland
13,16,Average
18,14,Ordinary
14,20,Divine
20,5,Unpalatable
1,5,Unimpressive
8,4,Flavorless
5,4,Lackadaisical
32,6,Average
26,15,Outstanding
6,16,Middling
43,7,Ordinary
3,17,Mouthwatering
1,11,Delectable
22,1,Unappetizing
14,5,Superb
26,17,Fair
18,18,Gourmet
33,14,Unimpressive
45,11,Ordinary
11,11,Tasteless
51,19,Ho-hum
2,18,Impressive
34,9,Exquisite
41,20,Ordinary
31,19,Lackluster
23,4,Lackadaisical
28,1,Run-of-the-mill
24,7,Mediocre
4,15,Middling
51,14,Remarkable
57,17,Lackluster
55,18,Flavorless
20,5,Bland
33,13,Pinnacle of taste
49,2,Ordinary
31,11,Ordinary
41,5,Bland
46,3,Excellent
35,14,Unimpressive
9,8,Gourmet
1,14,Lackadaisical
42,7,Middling
14,18,Pinnacle of taste
42,17,Ordinary
27,1,Lackadaisical
55,10,Mouthwatering
27,7,Subpar
28,4,Impressive
46,19,Ordinary
2,1,Unappetizing
39,7,Inadequate
37,9,Unimpressive
46,9,Ho-hum
34,1,Divine
37,14,Pinnacle of taste
35,13,Tasteless
37,17,Ho-hum
16,18,Mediocre
53,20,Ho-hum
35,1,Tasteless
52,14,Sumptuous
14,2,Mediocre
43,14,Ho-hum
39,13,Unappetizing
44,20,Unappetizing
41,1,Unimpressive
53,13,Superb
35,5,Vapid
41,14,Fair
33,9,Average
1,20,Divine
27,4,Flavorless
32,1,Inadequate
